window_id,channel index,channel name,sample index,value (uv)
Control1129,2,F3,5657,4.262297355361328e-05
Control1129,2,F3,5658,4.1436445359197994e-05
Control1129,2,F3,5659,4.1080209441394044e-05
Control1129,2,F3,5660,4.1456392043359376e-05
Control1129,2,F3,5661,3.856144659277954e-05
Control1129,2,F3,5662,3.454442937764282e-05
Control1129,2,F3,5663,3.077265534786987e-05
Control1129,2,F3,5664,3.066353420031738e-05
Control1129,2,F3,5665,3.655944978931885e-05
Control1129,2,F3,5666,4.0696135188500976e-05
Control1129,2,F3,5667,4.297644381731567e-05
Control1129,2,F3,5668,4.4426144265063475e-05
Control1129,2,F3,5669,4.299498085234985e-05
Control1129,2,F3,5670,4.0343693104394526e-05
Control1129,2,F3,5671,3.666790634542236e-05
Control1129,2,F3,5672,3.445779407081909e-05
Control1129,2,F3,5673,3.610518216244507e-05
Control1129,2,F3,5674,3.8435597410235594e-05
Control1129,2,F3,5675,3.9984214695574946e-05
Control1129,2,F3,5676,3.9237795051916505e-05
Control1129,2,F3,5677,3.7417517816174316e-05
Control1129,2,F3,5678,4.043105260728149e-05
Control1129,2,F3,5679,4.564068960841064e-05
Control1129,2,F3,5680,4.2988635941162105e-05
Control1129,2,F3,5681,3.8628591190740964e-05
Control1129,2,F3,5682,4.086063796339111e-05
Control1129,2,F3,5683,4.3287335524822994e-05
Control1129,2,F3,5684,4.5908630230883785e-05
Control1129,2,F3,5685,4.8333897281573484e-05
Control1129,2,F3,5686,4.5241684399645995e-05
Control1129,2,F3,5687,4.3029122375396726e-05
Control1129,2,F3,5688,4.4039384824298095e-05
Control1129,2,F3,5689,4.558639278505249e-05
Control1129,2,F3,5690,4.571714444711914e-05
Control1129,2,F3,5691,4.63848919604187e-05
Control1129,2,F3,5692,4.783359105064697e-05
Control1129,2,F3,5693,4.8940126872497557e-05
Control1129,2,F3,5694,4.706825588265381e-05
Control1129,2,F3,5695,4.485516337733764e-05
Control1129,2,F3,5696,4.357029651008911e-05
Control1129,2,F3,5697,4.321339600083618e-05
Control1129,2,F3,5698,4.28077716996582e-05
Control1129,2,F3,5699,4.0107664792395016e-05
Control1129,2,F3,5700,3.945881194181518e-05
Control1129,2,F3,5701,3.905424562254028e-05
Control1129,2,F3,5702,3.816158009733887e-05
Control1129,2,F3,5703,4.1516610585144044e-05
Control1129,2,F3,5704,4.4138370207196045e-05
Control1129,2,F3,5705,4.260958635725097e-05
Control1129,2,F3,5706,4.596335322723389e-05
Control1129,2,F3,5707,4.7851535019769285e-05
Control1129,2,F3,5708,4.368535129699097e-05
Control1129,2,F3,5709,4.161965504227295e-05
Control1129,2,F3,5710,4.2679097258398433e-05
Control1129,2,F3,5711,4.232242324667969e-05
Control1129,2,F3,5712,3.9866540285876464e-05
Control1129,2,F3,5713,3.9315373437603756e-05
Control1129,2,F3,5714,4.101013825687256e-05
Control1129,2,F3,5715,4.2118566525225826e-05
Control1129,2,F3,5716,4.2103790541351314e-05
Control1129,2,F3,5717,4.194255707955322e-05
Control1129,2,F3,5718,4.0316727976904295e-05
Control1129,2,F3,5719,3.942367800194092e-05
Control1129,2,F3,5720,4.097193765959472e-05
Control1129,2,F3,5721,4.2080365927947994e-05
Control1129,2,F3,5722,4.348140814884643e-05
Control1129,2,F3,5723,4.712782771437378e-05
Control1129,2,F3,5724,4.8088046129144285e-05
Control1129,2,F3,5725,4.5239940964678956e-05
Control1129,2,F3,5726,4.0146860786730955e-05
Control1129,2,F3,5727,3.656867956383667e-05
Control1129,2,F3,5728,3.655545329993286e-05
Control1129,2,F3,5729,3.947150176419067e-05
Control1129,2,F3,5730,4.0726804742767334e-05
Control1129,2,F3,5731,3.4707391373254394e-05
Control1129,2,F3,5732,2.995903150163574e-05
Control1129,2,F3,5733,3.1949336860009764e-05
Control1129,2,F3,5734,3.3890256815240476e-05
Control1129,2,F3,5735,3.461009876140136e-05
Control1129,2,F3,5736,3.6550264718261716e-05
Control1129,2,F3,5737,3.7659917861437984e-05
Control1129,2,F3,5738,3.769519187215576e-05
Control1129,2,F3,5739,3.748634922471924e-05
Control1129,2,F3,5740,3.595938927597046e-05
Control1129,2,F3,5741,3.619042570152588e-05
Control1129,2,F3,5742,3.720253291323852e-05
Control1129,2,F3,5743,3.8311992341418456e-05
Control1129,2,F3,5744,3.995817343960571e-05
Control1129,2,F3,5745,4.1945632677648924e-05
Control1129,2,F3,5746,4.08567964460022e-05
Control1129,2,F3,5747,4.0012368935119626e-05
Control1129,2,F3,5748,4.146277569754639e-05
Control1129,2,F3,5749,4.447504985106201e-05
Control1129,2,F3,5750,4.724236394113159e-05
Control1129,2,F3,5751,4.454091891027832e-05
Control1129,2,F3,5752,3.920389492755737e-05
Control1129,2,F3,5753,3.8750494547821043e-05
Control1129,2,F3,5754,4.1031208488012696e-05
Control1129,2,F3,5755,4.482473224152832e-05
Control1129,2,F3,5756,4.593201908151855e-05
Control1129,2,F3,5757,4.454910560404663e-05
Control1129,2,F3,5758,4.502178807649536e-05
Control1129,2,F3,5759,4.4127343353558347e-05
Control1129,2,F3,5760,3.981566476737671e-05
Control1129,2,F3,5761,3.867858158071899e-05
Control1129,2,F3,5762,3.9689952675445556e-05
Control1129,2,F3,5763,3.816233111547851e-05
Control1129,2,F3,5764,3.643985909127197e-05
Control1129,2,F3,5765,3.911177599622192e-05
Control1129,2,F3,5766,4.0904158272491453e-05
Control1129,2,F3,5767,3.708159217067871e-05
Control1129,2,F3,5768,3.238132428207397e-05
Control1129,2,F3,5769,3.310153577684326e-05
Control1129,2,F3,5770,3.567675015562134e-05
Control1129,2,F3,5771,3.8690624693029785e-05
Control1129,2,F3,5772,3.8676730857446286e-05
Control1129,2,F3,5773,3.6270602848394776e-05
Control1129,2,F3,5774,3.537860787510376e-05
Control1129,2,F3,5775,3.263166068172607e-05
Control1129,2,F3,5776,3.003195178671875e-05
Control1129,2,F3,5777,3.407265885579223e-05
Control1129,2,F3,5778,3.8795716568658445e-05
Control1129,2,F3,5779,4.068581166931152e-05
Control1129,2,F3,5780,4.2135977033050536e-05
Control1129,2,F3,5781,4.182816986433105e-05
Control1129,2,F3,5782,3.776121590336914e-05
Control1129,2,F3,5783,3.5599434030236816e-05
Control1129,2,F3,5784,3.7051032884948726e-05
Control1129,2,F3,5785,3.6598195768817137e-05
Control1129,2,F3,5786,3.648722985845337e-05
Control1129,2,F3,5787,4.018434910886841e-05
Control1129,2,F3,5788,4.148817918414306e-05
Control1129,2,F3,5789,4.259635711311645e-05
Control1129,2,F3,5790,4.258133377009277e-05
Control1129,2,F3,5791,3.773301099990234e-05
Control1129,2,F3,5792,3.4155410921997066e-05
Control1129,2,F3,5793,3.95130998244812e-05
Control1129,2,F3,5794,4.2965244110296626e-05
Control1129,2,F3,5795,4.387771028835449e-05
Control1129,2,F3,5796,4.22023914744873e-05
Control1129,2,F3,5797,4.2041003040692135e-05
Control1129,2,F3,5798,4.617592414329224e-05
Control1129,2,F3,5799,4.635515819859619e-05
Control1129,2,F3,5800,4.170103918258057e-05
Control1129,2,F3,5801,3.890343998800659e-05
Control1129,2,F3,5802,4.020761278981323e-05
Control1129,2,F3,5803,4.239019369309082e-05
Control1129,2,F3,5804,4.1594063801141354e-05
Control1129,2,F3,5805,4.12375507218811e-05
Control1129,2,F3,5806,4.3126909705548094e-05
Control1129,2,F3,5807,4.54551225628418e-05
Control1129,2,F3,5808,4.70503595972229e-05
Control1129,2,F3,5809,4.849867721791992e-05
Control1129,2,F3,5810,4.828666360500488e-05
Control1129,2,F3,5811,4.4461939816156e-05
Control1129,2,F3,5812,4.2981715845446776e-05
Control1129,2,F3,5813,4.618873913535766e-05
Control1129,2,F3,5814,5.0713030360827636e-05
Control1129,2,F3,5815,5.206265764146728e-05
Control1129,2,F3,5816,5.09220220197998e-05
Control1129,2,F3,5817,4.987934956189575e-05
Control1129,2,F3,5818,5.039924782952881e-05
Control1129,2,F3,5819,4.8624404211004634e-05
Control1129,2,F3,5820,4.431135471869507e-05
Control1129,2,F3,5821,4.483282356791382e-05
Control1129,2,F3,5822,5.077329658630371e-05
Control1129,2,F3,5823,5.19764276460205e-05
Control1129,2,F3,5824,5.0152305912658686e-05
Control1129,2,F3,5825,4.867044281505737e-05
Control1129,2,F3,5826,4.582200684498291e-05
Control1129,2,F3,5827,4.443900992105102e-05
Control1129,2,F3,5828,4.681563364604492e-05
Control1129,2,F3,5829,4.709227058173828e-05
Control1129,2,F3,5830,4.985871146420898e-05
Control1129,2,F3,5831,5.213615013084716e-05
Control1129,2,F3,5832,4.840794409386596e-05
Control1129,2,F3,5833,4.8342373057720944e-05
Control1129,2,F3,5834,5.1743129225354e-05
Control1129,2,F3,5835,5.0944296264147945e-05
Control1129,2,F3,5836,4.71187707932373e-05
Control1129,2,F3,5837,4.5295996124157714e-05
Control1129,2,F3,5838,4.6207723204998776e-05
Control1129,2,F3,5839,4.750975918138428e-05
Control1129,2,F3,5840,4.92508159243164e-05
Control1129,2,F3,5841,5.0307879916333005e-05
Control1129,2,F3,5842,5.043704311542968e-05
Control1129,2,F3,5843,5.022441557498779e-05
Control1129,2,F3,5844,4.874249883323364e-05
Control1129,2,F3,5845,4.7700389638934325e-05
Control1129,2,F3,5846,5.051544702502441e-05
Control1129,2,F3,5847,5.103510985443115e-05
Control1129,2,F3,5848,4.755128273590698e-05
Control1129,2,F3,5849,4.455665452844238e-05
Control1129,2,F3,5850,4.561502982197265e-05
Control1129,2,F3,5851,5.0725261227673336e-05
Control1129,2,F3,5852,5.0268433582617184e-05
Control1129,2,F3,5853,4.634542476508789e-05
Control1129,2,F3,5854,4.720800188101196e-05
Control1129,2,F3,5855,5.085314292756348e-05
Control1129,2,F3,5856,5.40090343991333e-05
Control1129,2,F3,5857,5.345362668255615e-05
Control1129,2,F3,5858,5.236133636351318e-05
Control1129,2,F3,5859,4.951178876738281e-05
Control1129,2,F3,5860,4.676069011262207e-05
Control1129,2,F3,5861,5.08453347230957e-05
Control1129,2,F3,5862,5.5075283462207026e-05
Control1129,2,F3,5863,5.393370608763428e-05
Control1129,2,F3,5864,5.132781023366699e-05
Control1129,2,F3,5865,5.2188959819079585e-05
Control1129,2,F3,5866,5.3977461834960935e-05
Control1129,2,F3,5867,5.171329711591797e-05
Control1129,2,F3,5868,5.047501125471191e-05
Control1129,2,F3,5869,5.099464428181152e-05
Control1129,2,F3,5870,5.0488881248449703e-05
Control1129,2,F3,5871,4.705398355776977e-05
Control1129,2,F3,5872,4.840453470993042e-05
Control1129,2,F3,5873,5.3123363475415035e-05
Control1129,2,F3,5874,5.5058051768225097e-05
Control1129,2,F3,5875,5.3916450551806635e-05
Control1129,2,F3,5876,5.1212892537377926e-05
Control1129,2,F3,5877,4.8168351425933835e-05
Control1129,2,F3,5878,4.678458858270874e-05
Control1129,2,F3,5879,4.7109958251019284e-05
Control1129,2,F3,5880,4.772815942871704e-05
Control1129,2,F3,5881,4.575866204118042e-05
Control1129,2,F3,5882,4.369207767770996e-05
Control1129,2,F3,5883,4.387184817454223e-05
Control1129,2,F3,5884,4.33680699748352e-05
Control1129,2,F3,5885,4.452435478797607e-05
Control1129,2,F3,5886,4.699848272120361e-05
Control1129,2,F3,5887,4.6542638552282715e-05
Control1129,2,F3,5888,4.58428118355896e-05
Control1129,2,F3,5889,4.758424408759155e-05
Control1129,2,F3,5890,4.790936639675293e-05
Control1129,2,F3,5891,4.476808997659912e-05
Control1129,2,F3,5892,4.157887952565918e-05
Control1129,2,F3,5893,4.058752068016968e-05
Control1129,2,F3,5894,4.052404474621582e-05
Control1129,2,F3,5895,3.933769834587402e-05
Control1129,2,F3,5896,3.766347327667846e-05
Control1129,2,F3,5897,3.755199774686279e-05
Control1129,2,F3,5898,3.729409156119995e-05
Control1129,2,F3,5899,3.625511458937988e-05
Control1129,2,F3,5900,3.68275304826355e-05
Control1129,2,F3,5901,3.988966389597778e-05
Control1129,2,F3,5902,4.016812175263672e-05
Control1129,2,F3,5903,3.864011574290771e-05
Control1129,2,F3,5904,3.784485607832641e-05
Control1129,2,F3,5905,3.7977425681127926e-05
Control1129,2,F3,5906,4.030690811670532e-05
Control1129,2,F3,5907,4.307512223645019e-05
Control1129,2,F3,5908,4.110689442719727e-05
Control1129,2,F3,5909,3.747930097908325e-05
Control1129,2,F3,5910,3.795371198534546e-05
Control1129,2,F3,5911,4.208957782108154e-05
Control1129,2,F3,5912,4.593134554937744e-05
Control1129,2,F3,5913,4.562222111868286e-05
Control1129,2,F3,5914,4.355562185405884e-05
Control1129,2,F3,5915,4.510237351497192e-05
Control1129,2,F3,5916,4.684396967966308e-05
Control1129,2,F3,5917,4.43376254524292e-05
Control1129,2,F3,5918,4.319898658533935e-05
Control1129,2,F3,5919,4.601518241956177e-05
Control1129,2,F3,5920,4.902586214964599e-05
Control1129,2,F3,5921,4.612832687857666e-05
Control1129,2,F3,5922,4.474506471411133e-05
Control1129,2,F3,5923,4.292280264471435e-05
Control1129,2,F3,5924,4.3395652010083e-05
Control1129,2,F3,5925,4.294075853475952e-05
Control1129,2,F3,5926,4.05331493510437e-05
Control1129,2,F3,5927,4.2373659373095704e-05
Control1129,2,F3,5928,4.5775926517700196e-05
Control1129,2,F3,5929,4.688263519293213e-05
Control1129,2,F3,5930,4.559678782977905e-05
Control1129,2,F3,5931,4.206553033945923e-05
Control1129,2,F3,5932,4.048811508474121e-05
Control1129,2,F3,5933,4.110809844040527e-05
Control1129,2,F3,5934,3.9823878283221434e-05
Control1129,2,F3,5935,3.8637663013031e-05
Control1129,2,F3,5936,3.935580622768554e-05
Control1129,2,F3,5937,3.826736338649292e-05
Control1129,2,F3,5938,3.542166326821289e-05
Control1129,2,F3,5939,3.550603657992553e-05
Control1129,2,F3,5940,3.6810915696411134e-05
Control1129,2,F3,5941,3.787131754682617e-05
Control1129,2,F3,5942,4.078662393363647e-05
Control1129,2,F3,5943,4.394520953377075e-05
Control1129,2,F3,5944,4.378305816091308e-05
Control1129,2,F3,5945,4.10334287598938e-05
Control1129,2,F3,5946,3.838221849793701e-05
Control1129,2,F3,5947,3.866102802182007e-05
Control1129,2,F3,5948,4.323602191240844e-05
Control1129,2,F3,5949,4.624744073970947e-05
Control1129,2,F3,5950,4.554759614163208e-05
Control1129,2,F3,5951,4.313920613746948e-05
Control1129,2,F3,5952,3.970625155721435e-05
Control1129,2,F3,5953,3.646954814963379e-05
Control1129,2,F3,5954,3.4063721143884275e-05
Control1129,2,F3,5955,3.409963292397461e-05
Control1129,2,F3,5956,3.3354393451678464e-05
Control1129,2,F3,5957,2.972891298713989e-05
Control1129,2,F3,5958,2.8008482420971677e-05
Control1129,2,F3,5959,2.8046101873260498e-05
Control1129,2,F3,5960,2.6960821056854246e-05
Control1129,2,F3,5961,2.699873257175293e-05
Control1129,2,F3,5962,3.0405297209045407e-05
Control1129,2,F3,5963,3.395735968997192e-05
Control1129,2,F3,5964,3.433503836775512e-05
Control1129,2,F3,5965,3.261329650007324e-05
Control1129,2,F3,5966,3.465127362893066e-05
Control1129,2,F3,5967,3.859270027226562e-05
Control1129,2,F3,5968,3.8871420389227296e-05
Control1129,2,F3,5969,4.0028840670269776e-05
Control1129,2,F3,5970,4.2992316526092525e-05
Control1129,2,F3,5971,4.312332448800049e-05
Control1129,2,F3,5972,4.0178555540362546e-05
Control1129,2,F3,5973,3.991978806802368e-05
Control1129,2,F3,5974,4.088161878760986e-05
Control1129,2,F3,5975,3.7937481648883056e-05
Control1129,2,F3,5976,3.362717992929077e-05
Control1129,2,F3,5977,3.468842816522827e-05
Control1129,2,F3,5978,3.52123437838623e-05
Control1129,2,F3,5979,3.4271473026879884e-05
Control1129,2,F3,5980,3.4697860595434566e-05
Control1129,2,F3,5981,3.5661157588531494e-05
Control1129,2,F3,5982,3.818645906333008e-05
Control1129,2,F3,5983,3.8465271567443844e-05
Control1129,2,F3,5984,3.806050557271118e-05
Control1129,2,F3,5985,4.058512755490723e-05
Control1129,2,F3,5986,3.837337317318115e-05
Control1129,2,F3,5987,3.459996895720825e-05
Control1129,2,F3,5988,3.585621070845947e-05
Control1129,2,F3,5989,3.550099700979004e-05
Control1129,2,F3,5990,3.651287474373779e-05
Control1129,2,F3,5991,3.649922230684204e-05
Control1129,2,F3,5992,3.6729677587408444e-05
Control1129,2,F3,5993,3.710652776105347e-05
Control1129,2,F3,5994,3.63603822986206e-05
Control1129,2,F3,5995,3.57120927116455e-05
Control1129,2,F3,5996,3.672390190028686e-05
Control1129,2,F3,5997,3.797952972401123e-05
Control1129,2,F3,5998,3.6940207045428466e-05
Control1129,2,F3,5999,3.848869916107788e-05
Control1129,2,F3,6000,3.7156300594189454e-05
Control1129,2,F3,6001,3.172329828135986e-05
Control1129,2,F3,6002,2.7707643031658934e-05
Control1129,2,F3,6003,2.7354715169946287e-05
Control1129,2,F3,6004,2.9003551653698728e-05
Control1129,2,F3,6005,3.211656058554077e-05
Control1129,2,F3,6006,3.3471123128240966e-05
Control1129,2,F3,6007,3.194484863255615e-05
Control1129,2,F3,6008,2.9540225640014646e-05
Control1129,2,F3,6009,2.845445308554077e-05
Control1129,2,F3,6010,2.712487977736816e-05
Control1129,2,F3,6011,2.667446260857544e-05
Control1129,2,F3,6012,2.6614741765319824e-05
Control1129,2,F3,6013,2.5773899471984862e-05
Control1129,2,F3,6014,2.3273371164987182e-05
Control1129,2,F3,6015,2.6583270528991698e-05
Control1129,2,F3,6016,3.057573362328491e-05
Control1129,2,F3,6017,3.0466081994665526e-05
Control1129,2,F3,6018,2.918475266127319e-05
Control1129,2,F3,6019,3.049130666741943e-05
Control1129,2,F3,6020,2.9649358708489988e-05
Control1129,2,F3,6021,2.783122425863037e-05
Control1129,2,F3,6022,2.8405842542382813e-05
Control1129,2,F3,6023,3.054257259614258e-05
Control1129,2,F3,6024,2.857771840805664e-05
Control1129,2,F3,6025,2.7443380013885497e-05
Control1129,2,F3,6026,2.7725172748712158e-05
Control1129,2,F3,6027,2.844627831269531e-05
Control1129,2,F3,6028,3.180352311192016e-05
Control1129,2,F3,6029,3.657562946185913e-05
Control1129,2,F3,6030,3.7489511249505614e-05
Control1129,2,F3,6031,3.747553098723144e-05
Control1129,2,F3,6032,3.7266271107495115e-05
Control1129,2,F3,6033,3.642238897883301e-05
Control1129,2,F3,6034,3.738513164901733e-05
Control1129,2,F3,6035,3.7810565543743894e-05
Control1129,2,F3,6036,3.55018910790039e-05
Control1129,2,F3,6037,3.3975005636022945e-05
Control1129,2,F3,6038,3.6793639298968505e-05
Control1129,2,F3,6039,3.9318547383312985e-05
Control1129,2,F3,6040,3.930403663997192e-05
Control1129,2,F3,6041,3.953363361409301e-05
Control1129,2,F3,6042,3.888438439282837e-05
Control1129,2,F3,6043,3.69171430399414e-05
Control1129,2,F3,6044,3.612216649727783e-05
Control1129,2,F3,6045,3.693851129415283e-05
Control1129,2,F3,6046,3.4141856832714843e-05
Control1129,2,F3,6047,3.0516030661413574e-05
Control1129,2,F3,6048,3.177334827595215e-05
Control1129,2,F3,6049,3.3762628434960937e-05
Control1129,2,F3,6050,3.5409596314056394e-05
Control1129,2,F3,6051,3.4029180269921876e-05
Control1129,2,F3,6052,2.9915168466003416e-05
Control1129,2,F3,6053,2.8243378245300292e-05
Control1129,2,F3,6054,2.6425595462664794e-05
Control1129,2,F3,6055,2.6414711660101317e-05
Control1129,2,F3,6056,2.323044988226013e-05
Control1129,2,F3,6057,2.2585791706408692e-05
Control1129,2,F3,6058,2.4772942793484496e-05
Control1129,2,F3,6059,2.3102600964907836e-05
Control1129,2,F3,6060,1.742939205661926e-05
Control1129,2,F3,6061,1.3759456980651855e-05
Control1129,2,F3,6062,1.5460890066140746e-05
Control1129,2,F3,6063,1.9554078998068235e-05
Control1129,2,F3,6064,2.6233632841986084e-05
Control1129,2,F3,6065,2.8956779912890622e-05
Control1129,2,F3,6066,2.635764620241089e-05
Control1129,2,F3,6067,2.6151485762615964e-05
Control1129,2,F3,6068,2.5164242615740965e-05
Control1129,2,F3,6069,2.144329046031494e-05
Control1129,2,F3,6070,2.2263761386611938e-05
Control1129,2,F3,6071,2.5134490972534177e-05
Control1129,2,F3,6072,2.6002736487274168e-05
Control1129,2,F3,6073,2.6089595311401365e-05
Control1129,2,F3,6074,2.559057654014282e-05
Control1129,2,F3,6075,2.523816127811279e-05
Control1129,2,F3,6076,2.5520520256774903e-05
Control1129,2,F3,6077,2.814621378336792e-05
Control1129,2,F3,6078,2.847656937766113e-05
Control1129,2,F3,6079,2.924621991972656e-05
Control1129,2,F3,6080,3.0210938482873534e-05
Control1129,2,F3,6081,2.6146797859704587e-05
Control1129,2,F3,6082,2.4964255723867795e-05
Control1129,2,F3,6083,2.719953157649536e-05
Control1129,2,F3,6084,2.518673143670044e-05
Control1129,2,F3,6085,2.1270471351620483e-05
Control1129,2,F3,6086,2.1895689482531737e-05
Control1129,2,F3,6087,2.4620042056759644e-05
Control1129,2,F3,6088,2.5488417211535645e-05
Control1129,2,F3,6089,2.8358212495129394e-05
Control1129,2,F3,6090,3.16177683118164e-05
Control1129,2,F3,6091,3.106834489851074e-05
Control1129,2,F3,6092,2.9591476667584227e-05
Control1129,2,F3,6093,3.04096185435791e-05
Control1129,2,F3,6094,2.9616427159112548e-05
Control1129,2,F3,6095,2.8432891116333008e-05
Control1129,2,F3,6096,2.8177291629241943e-05
Control1129,2,F3,6097,2.7042980057147216e-05
Control1129,2,F3,6098,2.5713704772045898e-05
Control1129,2,F3,6099,2.6532937412481687e-05
Control1129,2,F3,6100,2.7596042332153318e-05
Control1129,2,F3,6101,2.5046076467974853e-05
Control1129,2,F3,6102,2.449850079771118e-05
Control1129,2,F3,6103,2.9858442754614257e-05
Control1129,2,F3,6104,3.404516026700439e-05
Control1129,2,F3,6105,3.422735369140625e-05
Control1129,2,F3,6106,3.128493614580078e-05
Control1129,2,F3,6107,3.210258330349731e-05
Control1129,2,F3,6108,3.526341599758911e-05
Control1129,2,F3,6109,3.529879729661255e-05
Control1129,2,F3,6110,3.07937941243164e-05
Control1129,2,F3,6111,2.785234217346191e-05
Control1129,2,F3,6112,2.7401603139752197e-05
Control1129,2,F3,6113,2.7195094012963867e-05
Control1129,2,F3,6114,2.7476856945483398e-05
Control1129,2,F3,6115,2.8979069058392334e-05
Control1129,2,F3,6116,2.6672799639837647e-05
Control1129,2,F3,6117,2.475775255754089e-05
Control1129,2,F3,6118,2.5870157943780516e-05
Control1129,2,F3,6119,2.546879239229126e-05
Control1129,2,F3,6120,2.6825104330419922e-05
Control1129,2,F3,6121,2.9792129641021726e-05
Control1129,2,F3,6122,3.0170788814709472e-05
Control1129,2,F3,6123,3.235572708048096e-05
Control1129,2,F3,6124,3.4686508896649165e-05
Control1129,2,F3,6125,3.364796703851318e-05
Control1129,2,F3,6126,2.8557557147283934e-05
Control1129,2,F3,6127,2.5812004701879883e-05
Control1129,2,F3,6128,2.677763819585571e-05
Control1129,2,F3,6129,2.915881273314819e-05
Control1129,2,F3,6130,2.93423591822937e-05
Control1129,2,F3,6131,3.0258169179211426e-05
Control1129,2,F3,6132,3.058786614251709e-05
Control1129,2,F3,6133,2.852523058474121e-05
Control1129,2,F3,6134,2.7049029925494382e-05
Control1129,2,F3,6135,2.943011803609619e-05
Control1129,2,F3,6136,3.190817689363403e-05
Control1129,2,F3,6137,2.8673455339477537e-05
Control1129,2,F3,6138,2.465850491434021e-05
Control1129,2,F3,6139,2.4892134140615843e-05
Control1129,2,F3,6140,2.7273828728167722e-05
Control1129,2,F3,6141,2.7164966860687256e-05
Control1129,2,F3,6142,2.6274998444281005e-05
Control1129,2,F3,6143,2.7728695381414793e-05
Control1129,2,F3,6144,2.9328444485095212e-05
Control1129,2,F3,6145,2.790082754692993e-05
Control1129,2,F3,6146,2.964698942507324e-05
Control1129,2,F3,6147,3.3638430300231934e-05
Control1129,2,F3,6148,3.308836911755371e-05
Control1129,2,F3,6149,3.141557753933105e-05
Control1129,2,F3,6150,3.399069953095703e-05
Control1129,2,F3,6151,3.729741153821411e-05
Control1129,2,F3,6152,3.752745256671142e-05
Control1129,2,F3,6153,3.502343887989502e-05
Control1129,2,F3,6154,3.57423301324585e-05
Control1129,2,F3,6155,3.797447227249145e-05
Control1129,2,F3,6156,3.620264464744873e-05
Control1129,2,F3,6157,3.2624934301007076e-05
Control1129,2,F3,6158,3.3588603822943114e-05
Control1129,2,F3,6159,3.782301992789306e-05
Control1129,2,F3,6160,3.59047676074646e-05
Control1129,2,F3,6161,3.4524089303027345e-05
Control1129,2,F3,6162,3.6073070176513673e-05
Control1129,2,F3,6163,3.7328686079315185e-05
Control1129,2,F3,6164,3.916979810797119e-05
Control1129,2,F3,6165,3.398013759331055e-05
Control1129,2,F3,6166,2.7913159741619873e-05
Control1129,2,F3,6167,2.8634044768530274e-05
Control1129,2,F3,6168,3.0624072965448e-05
Control1129,2,F3,6169,2.9342520114752196e-05
Control1129,2,F3,6170,2.8110147031280516e-05
Control1129,2,F3,6171,3.151613648404541e-05
Control1129,2,F3,6172,3.26753866267456e-05
Control1129,2,F3,6173,3.3004347473065184e-05
Control1129,2,F3,6174,3.3089108214770506e-05
Control1129,2,F3,6175,3.0391033824853513e-05
Control1129,2,F3,6176,2.7303154198382567e-05
Control1129,2,F3,6177,2.8219482755444336e-05
Control1129,2,F3,6178,2.8500876139355468e-05
Control1129,2,F3,6179,2.844044004072876e-05
Control1129,2,F3,6180,2.9014694736334227e-05
Control1129,2,F3,6181,3.193220649387207e-05
Control1129,2,F3,6182,3.445831859142456e-05
Control1129,2,F3,6183,3.444501484152222e-05
Control1129,2,F3,6184,3.213711523676758e-05
Control1129,2,F3,6185,3.129450566661987e-05
Control1129,2,F3,6186,3.118444872662353e-05
Control1129,2,F3,6187,3.0049177520239258e-05
Control1129,2,F3,6188,2.827955228569336e-05
Control1129,2,F3,6189,2.8512093727758787e-05
Control1129,2,F3,6190,3.07462356026001e-05
Control1129,2,F3,6191,3.293092650922241e-05
Control1129,2,F3,6192,3.448032163477783e-05
Control1129,2,F3,6193,3.290471836033325e-05
Control1129,2,F3,6194,3.181777457518921e-05
Control1129,2,F3,6195,3.28304480307373e-05
Control1129,2,F3,6196,3.1011201954821774e-05
Control1129,2,F3,6197,2.9875966511206054e-05
Control1129,2,F3,6198,3.240264187236328e-05
Control1129,2,F3,6199,3.458685296184082e-05
Control1129,2,F3,6200,3.67216220237915e-05
Control1129,2,F3,6201,3.7781722870904536e-05
Control1129,2,F3,6202,3.561932110978393e-05
Control1129,2,F3,6203,3.209053721095581e-05
Control1129,2,F3,6204,2.797689495564575e-05
Control1129,2,F3,6205,3.182226876310425e-05
Control1129,2,F3,6206,3.4446025139733884e-05
Control1129,2,F3,6207,3.365155225606079e-05
Control1129,2,F3,6208,3.2124988677996825e-05
Control1129,2,F3,6209,2.8743648713458252e-05
Control1129,2,F3,6210,2.653496992982788e-05
Control1129,2,F3,6211,2.881846740550537e-05
Control1129,2,F3,6212,2.9783144245422362e-05
Control1129,2,F3,6213,2.7378884841027832e-05
Control1129,2,F3,6214,2.8148684394628906e-05
Control1129,2,F3,6215,3.09199323892395e-05
Control1129,2,F3,6216,3.120051217016601e-05
Control1129,2,F3,6217,3.30921122873291e-05
Control1129,2,F3,6218,3.503199810250244e-05
Control1129,2,F3,6219,3.643430096099243e-05
Control1129,2,F3,6220,3.495575486017456e-05
Control1129,2,F3,6221,3.269648666019287e-05
Control1129,2,F3,6222,3.243952520766601e-05
Control1129,2,F3,6223,3.350080622614136e-05
Control1129,2,F3,6224,3.573349672862549e-05
Control1129,2,F3,6225,3.781908900358276e-05
Control1129,2,F3,6226,4.058758624524536e-05
Control1129,2,F3,6227,4.0084278921990963e-05
Control1129,2,F3,6228,3.548013241456909e-05
Control1129,2,F3,6229,3.4392413769439696e-05
